student_id,gender,race_ethnicity,parent_education,lunch,test_preparation,math,reading,writing,total,average,percentage,grade
Student-714,male,group D,master's degree,standard,none,81,81,84,246,82.00,82.00,B
Student-715,female,group B,some high school,standard,completed,60,70,74,204,68.00,68.00,D
Student-716,female,group B,associate's degree,free/reduced,completed,76,94,87,257,85.67,85.67,B
Student-717,male,group C,associate's degree,standard,completed,73,78,72,223,74.33,74.33,C
Student-718,female,group C,associate's degree,standard,completed,96,96,99,291,97.00,97.00,A
Student-719,female,group C,high school,standard,none,76,76,74,226,75.33,75.33,C
Student-720,male,group E,associate's degree,free/reduced,completed,91,73,80,244,81.33,81.33,B
Student-721,female,group C,some college,free/reduced,none,62,72,70,204,68.00,68.00,D
Student-722,male,group D,some high school,free/reduced,completed,55,59,59,173,57.67,57.67,E
Student-723,female,group B,some high school,free/reduced,completed,74,90,88,252,84.00,84.00,B
Student-724,male,group C,high school,standard,none,50,48,42,140,46.67,46.67,F
Student-725,male,group B,some college,standard,none,47,43,41,131,43.67,43.67,F
Student-726,male,group E,some college,standard,completed,81,74,71,226,75.33,75.33,C
Student-727,female,group E,associate's degree,standard,completed,65,75,77,217,72.33,72.33,C
Student-728,male,group E,some high school,standard,completed,68,51,57,176,58.67,58.67,E
Student-729,female,group D,high school,free/reduced,none,73,92,84,249,83.00,83.00,B
Student-730,male,group C,some college,standard,none,53,39,37,129,43.00,43.00,F
Student-731,female,group B,associate's degree,free/reduced,completed,68,77,80,225,75.00,75.00,C
Student-732,male,group A,some high school,free/reduced,none,55,46,43,144,48.00,48.00,F
Student-733,female,group C,some college,standard,completed,87,89,94,270,90.00,90.00,A
Student-734,male,group D,some high school,standard,none,55,47,44,146,48.67,48.67,F
Student-735,female,group E,some college,free/reduced,none,53,58,57,168,56.00,56.00,E
Student-736,male,group C,master's degree,standard,none,67,57,59,183,61.00,61.00,D
Student-737,male,group C,associate's degree,standard,none,92,79,84,255,85.00,85.00,B
Student-738,female,group B,some college,free/reduced,completed,53,66,73,192,64.00,64.00,D
Student-739,male,group D,associate's degree,standard,none,81,71,73,225,75.00,75.00,C
Student-740,male,group C,high school,free/reduced,none,61,60,55,176,58.67,58.67,E
Student-741,male,group D,bachelor's degree,standard,none,80,73,72,225,75.00,75.00,C
Student-742,female,group A,associate's degree,free/reduced,none,37,57,56,150,50.00,50.00,E
Student-743,female,group C,high school,standard,none,81,84,82,247,82.33,82.33,B
Student-744,female,group C,associate's degree,standard,completed,59,73,72,204,68.00,68.00,D
Student-745,male,group B,some college,free/reduced,none,55,55,47,157,52.33,52.33,E
Student-746,male,group D,associate's degree,standard,none,72,79,74,225,75.00,75.00,C
Student-747,male,group D,high school,standard,none,69,75,71,215,71.67,71.67,C
Student-748,male,group C,some college,standard,none,69,64,68,201,67.00,67.00,D
Student-749,female,group C,bachelor's degree,free/reduced,none,50,60,59,169,56.33,56.33,E
Student-750,male,group B,some college,standard,completed,87,84,86,257,85.67,85.67,B
Student-751,male,group D,some high school,standard,completed,71,69,68,208,69.33,69.33,D
Student-752,male,group E,some college,standard,none,68,72,65,205,68.33,68.33,D
Student-753,male,group C,master's degree,free/reduced,completed,79,77,75,231,77.00,77.00,C
Student-754,female,group C,some high school,standard,completed,77,90,85,252,84.00,84.00,B
Student-755,male,group C,associate's degree,free/reduced,none,58,55,53,166,55.33,55.33,E
Student-756,female,group E,associate's degree,standard,none,84,95,92,271,90.33,90.33,A
Student-757,male,group D,some college,standard,none,55,58,52,165,55.00,55.00,E
Student-758,male,group E,bachelor's degree,free/reduced,completed,70,68,72,210,70.00,70.00,C
Student-759,female,group D,some college,free/reduced,completed,52,59,65,176,58.67,58.67,E
Student-760,male,group B,some college,standard,completed,69,77,77,223,74.33,74.33,C
Student-761,female,group C,high school,free/reduced,none,53,72,64,189,63.00,63.00,D
Student-762,female,group D,some high school,standard,none,48,58,54,160,53.33,53.33,E
Student-763,male,group D,some high school,standard,completed,78,81,86,245,81.67,81.67,B
Student-764,female,group B,high school,standard,none,62,62,63,187,62.33,62.33,D
Student-765,male,group D,some college,standard,none,60,63,59,182,60.67,60.67,D
Student-766,female,group B,high school,standard,none,74,72,72,218,72.67,72.67,C
Student-767,female,group C,high school,standard,completed,58,75,77,210,70.00,70.00,C
Student-768,male,group B,high school,standard,completed,76,62,60,198,66.00,66.00,D
Student-769,female,group D,some high school,standard,none,68,71,75,214,71.33,71.33,C
Student-770,male,group A,some college,free/reduced,none,58,60,57,175,58.33,58.33,E
Student-771,male,group B,high school,standard,none,52,48,49,149,49.67,49.67,F
Student-772,male,group D,bachelor's degree,standard,none,75,73,74,222,74.00,74.00,C
Student-773,female,group B,some high school,free/reduced,completed,52,67,72,191,63.67,63.67,D
Student-774,female,group C,bachelor's degree,free/reduced,none,62,78,79,219,73.00,73.00,C
Student-775,male,group B,some college,standard,none,66,65,60,191,63.67,63.67,D
Student-776,female,group B,some high school,free/reduced,none,49,58,55,162,54.00,54.00,E
Student-777,female,group B,high school,standard,none,66,72,70,208,69.33,69.33,D
Student-778,female,group C,some college,free/reduced,none,35,44,43,122,40.67,40.67,F
Student-779,female,group A,some college,standard,completed,72,79,82,233,77.67,77.67,C
Student-780,male,group E,associate's degree,standard,completed,94,85,82,261,87.00,87.00,B
Student-781,female,group D,associate's degree,free/reduced,none,46,56,57,159,53.00,53.00,E
Student-782,female,group B,master's degree,standard,none,77,90,84,251,83.67,83.67,B
Student-783,female,group B,high school,free/reduced,completed,76,85,82,243,81.00,81.00,B
Student-784,female,group C,associate's degree,standard,completed,52,59,62,173,57.67,57.67,E
Student-785,male,group C,bachelor's degree,standard,completed,91,81,79,251,83.67,83.67,B
Student-786,female,group B,some high school,standard,completed,32,51,44,127,42.33,42.33,F
Student-787,female,group E,some high school,free/reduced,none,72,79,77,228,76.00,76.00,C
Student-788,female,group B,some college,standard,none,19,38,32,89,29.67,29.67,F
Student-789,male,group C,associate's degree,free/reduced,none,68,65,61,194,64.67,64.67,D
Student-790,female,group C,master's degree,free/reduced,none,52,65,61,178,59.33,59.33,E
Student-791,female,group B,high school,standard,none,48,62,60,170,56.67,56.67,E
Student-792,female,group D,some college,free/reduced,none,60,66,70,196,65.33,65.33,D
Student-793,male,group D,high school,free/reduced,none,66,74,69,209,69.67,69.67,D
Student-794,male,group E,some high school,standard,completed,89,84,77,250,83.33,83.33,B
Student-795,female,group B,high school,standard,none,42,52,51,145,48.33,48.33,F
Student-796,female,group E,associate's degree,free/reduced,completed,57,68,73,198,66.00,66.00,D
Student-797,male,group D,high school,standard,none,70,70,70,210,70.00,70.00,C
Student-798,female,group E,associate's degree,free/reduced,none,70,84,81,235,78.33,78.33,C
Student-799,male,group E,some college,standard,none,69,60,54,183,61.00,61.00,D
Student-800,female,group C,associate's degree,standard,none,52,55,57,164,54.67,54.67,E
Student-801,male,group C,some high school,standard,completed,67,73,68,208,69.33,69.33,D
Student-802,male,group C,some high school,standard,completed,76,80,73,229,76.33,76.33,C
Student-803,female,group E,associate's degree,standard,none,87,94,95,276,92.00,92.00,A
Student-804,female,group B,some college,standard,none,82,85,87,254,84.67,84.67,B
Student-805,female,group C,some college,standard,none,73,76,78,227,75.67,75.67,C
Student-806,male,group A,some college,free/reduced,none,75,81,74,230,76.67,76.67,C
Student-807,female,group D,some college,free/reduced,none,64,74,75,213,71.00,71.00,C
Student-808,female,group E,high school,free/reduced,none,41,45,40,126,42.00,42.00,F
Student-809,male,group C,high school,standard,none,90,75,69,234,78.00,78.00,C
Student-810,male,group B,bachelor's degree,standard,none,59,54,51,164,54.67,54.67,E
Student-811,male,group A,some high school,standard,none,51,31,36,118,39.33,39.33,F
Student-812,male,group A,high school,free/reduced,none,45,47,49,141,47.00,47.00,F
Student-813,female,group C,master's degree,standard,completed,54,64,67,185,61.67,61.67,D
Student-814,male,group E,some high school,standard,completed,87,84,76,247,82.33,82.33,B
Student-815,female,group C,high school,standard,none,72,80,83,235,78.33,78.33,C
Student-816,male,group B,some high school,standard,completed,94,86,87,267,89.00,89.00,B
Student-817,female,group A,bachelor's degree,standard,none,45,59,64,168,56.00,56.00,E
Student-818,male,group D,bachelor's degree,free/reduced,completed,61,70,76,207,69.00,69.00,D
Student-819,female,group B,high school,free/reduced,none,60,72,68,200,66.67,66.67,D
Student-820,female,group C,some high school,standard,none,77,91,88,256,85.33,85.33,B
Student-821,female,group A,some high school,standard,completed,85,90,92,267,89.00,89.00,B
Student-822,female,group D,bachelor's degree,free/reduced,none,78,90,93,261,87.00,87.00,B
Student-823,male,group E,some college,free/reduced,completed,49,52,51,152,50.67,50.67,E
Student-824,female,group B,high school,free/reduced,none,71,87,82,240,80.00,80.00,B
Student-825,female,group C,some high school,free/reduced,none,48,58,52,158,52.67,52.67,E
Student-826,male,group C,high school,standard,none,62,67,58,187,62.33,62.33,D
Student-827,female,group C,associate's degree,free/reduced,completed,56,68,70,194,64.67,64.67,D
Student-828,female,group C,some high school,standard,none,65,69,76,210,70.00,70.00,C
Student-829,female,group D,some high school,free/reduced,completed,69,86,81,236,78.67,78.67,C
Student-830,male,group B,some high school,standard,none,68,54,53,175,58.33,58.33,E
Student-831,female,group A,some college,free/reduced,none,61,60,57,178,59.33,59.33,E
Student-832,female,group C,bachelor's degree,free/reduced,completed,74,86,89,249,83.00,83.00,B
Student-833,male,group A,bachelor's degree,standard,none,64,60,58,182,60.67,60.67,D
Student-834,female,group B,high school,standard,completed,77,82,89,248,82.67,82.67,B
Student-835,male,group B,some college,standard,none,58,50,45,153,51.00,51.00,E
Student-836,female,group C,high school,standard,completed,60,64,74,198,66.00,66.00,D
Student-837,male,group E,high school,standard,none,73,64,57,194,64.67,64.67,D
Student-838,female,group A,high school,standard,completed,75,82,79,236,78.67,78.67,C
Student-839,male,group B,associate's degree,free/reduced,completed,58,57,53,168,56.00,56.00,E
Student-840,female,group C,associate's degree,standard,none,66,77,73,216,72.00,72.00,C
Student-841,female,group D,high school,free/reduced,none,39,52,46,137,45.67,45.67,F
Student-842,male,group C,some high school,standard,none,64,58,51,173,57.67,57.67,E
Student-843,female,group B,high school,free/reduced,completed,23,44,36,103,34.33,34.33,F
Student-844,male,group B,some college,free/reduced,completed,74,77,76,227,75.67,75.67,C
Student-845,female,group D,some high school,free/reduced,completed,40,65,64,169,56.33,56.33,E
Student-846,male,group E,master's degree,standard,none,90,85,84,259,86.33,86.33,B
Student-847,male,group C,master's degree,standard,completed,91,85,85,261,87.00,87.00,B
Student-848,male,group D,high school,standard,none,64,54,50,168,56.00,56.00,E
Student-849,female,group C,high school,standard,none,59,72,68,199,66.33,66.33,D
Student-850,male,group D,associate's degree,standard,none,80,75,69,224,74.67,74.67,C
Student-851,male,group C,master's degree,standard,none,71,67,67,205,68.33,68.33,D
Student-852,female,group A,high school,standard,none,61,68,63,192,64.00,64.00,D
Student-853,female,group E,some college,standard,none,87,85,93,265,88.33,88.33,B
Student-854,male,group E,some high school,standard,none,82,67,61,210,70.00,70.00,C
Student-855,male,group C,some high school,standard,none,62,64,55,181,60.33,60.33,D
Student-856,female,group B,bachelor's degree,standard,none,97,97,96,290,96.67,96.67,A
Student-857,male,group B,some college,free/reduced,none,75,68,65,208,69.33,69.33,D
Student-858,female,group C,bachelor's degree,standard,none,65,79,81,225,75.00,75.00,C
Student-859,male,group B,high school,standard,completed,52,49,46,147,49.00,49.00,F
Student-860,male,group C,associate's degree,free/reduced,none,87,73,72,232,77.33,77.33,C
Student-861,female,group C,associate's degree,standard,none,53,62,53,168,56.00,56.00,E
Student-862,female,group E,master's degree,free/reduced,none,81,86,87,254,84.67,84.67,B
Student-863,male,group D,bachelor's degree,free/reduced,completed,39,42,38,119,39.67,39.67,F
Student-864,female,group C,some college,standard,completed,71,71,80,222,74.00,74.00,C
Student-865,male,group C,associate's degree,standard,none,97,93,91,281,93.67,93.67,A
Student-866,male,group D,some college,standard,completed,82,82,88,252,84.00,84.00,B
Student-867,male,group C,high school,free/reduced,none,59,53,52,164,54.67,54.67,E
Student-868,male,group B,associate's degree,standard,none,61,42,41,144,48.00,48.00,F
Student-869,male,group E,associate's degree,free/reduced,completed,78,74,72,224,74.67,74.67,C
Student-870,male,group C,associate's degree,free/reduced,none,49,51,51,151,50.33,50.33,E
Student-871,male,group B,high school,standard,none,59,58,47,164,54.67,54.67,E
Student-872,female,group C,some college,standard,completed,70,72,76,218,72.67,72.67,C
Student-873,male,group B,associate's degree,standard,completed,82,84,78,244,81.33,81.33,B
Student-874,male,group E,associate's degree,free/reduced,none,90,90,82,262,87.33,87.33,B
Student-875,female,group C,bachelor's degree,free/reduced,none,43,62,61,166,55.33,55.33,E
Student-876,male,group C,some college,free/reduced,none,80,64,66,210,70.00,70.00,C
Student-877,male,group D,some college,standard,none,81,82,84,247,82.33,82.33,B
Student-878,male,group C,some high school,standard,none,57,61,54,172,57.33,57.33,E
Student-879,female,group D,some high school,standard,none,59,72,80,211,70.33,70.33,C
Student-880,female,group D,associate's degree,standard,none,64,76,74,214,71.33,71.33,C
Student-881,male,group C,bachelor's degree,standard,completed,63,64,66,193,64.33,64.33,D
Student-882,female,group E,bachelor's degree,standard,completed,71,70,70,211,70.33,70.33,C
Student-883,female,group B,high school,free/reduced,none,64,73,71,208,69.33,69.33,D
Student-884,male,group D,bachelor's degree,free/reduced,none,55,46,44,145,48.33,48.33,F
Student-885,female,group E,associate's degree,standard,none,51,51,54,156,52.00,52.00,E
Student-886,female,group C,associate's degree,standard,completed,62,76,80,218,72.67,72.67,C
Student-887,female,group E,associate's degree,standard,completed,93,100,95,288,96.00,96.00,A
Student-888,male,group C,high school,free/reduced,none,54,72,59,185,61.67,61.67,D
Student-889,female,group D,some college,free/reduced,none,69,65,74,208,69.33,69.33,D
Student-890,male,group D,high school,free/reduced,none,44,51,48,143,47.67,47.67,F
Student-891,female,group E,some college,standard,completed,86,85,91,262,87.33,87.33,B
Student-892,female,group E,associate's degree,standard,none,85,92,85,262,87.33,87.33,B
Student-893,female,group A,master's degree,free/reduced,none,50,67,73,190,63.33,63.33,D
Student-894,male,group D,some high school,standard,completed,88,74,75,237,79.00,79.00,C
Student-895,female,group E,associate's degree,standard,none,59,62,69,190,63.33,63.33,D
Student-896,female,group E,some high school,free/reduced,none,32,34,38,104,34.67,34.67,F
Student-897,male,group B,high school,free/reduced,none,36,29,27,92,30.67,30.67,F
Student-898,female,group B,some high school,free/reduced,completed,63,78,79,220,73.33,73.33,C
Student-899,male,group D,associate's degree,standard,completed,67,54,63,184,61.33,61.33,D
Student-900,female,group D,some high school,standard,completed,65,78,82,225,75.00,75.00,C
Student-901,male,group D,master's degree,standard,none,85,84,89,258,86.00,86.00,B
Student-902,female,group C,master's degree,standard,none,73,78,74,225,75.00,75.00,C
Student-903,female,group A,high school,free/reduced,completed,34,48,41,123,41.00,41.00,F
Student-904,female,group D,bachelor's degree,free/reduced,completed,93,100,100,293,97.67,97.67,A
Student-905,female,group D,some high school,free/reduced,none,67,84,84,235,78.33,78.33,C
Student-906,male,group D,some college,standard,none,88,77,77,242,80.67,80.67,B
Student-907,male,group B,high school,standard,none,57,48,51,156,52.00,52.00,E
Student-908,female,group D,some college,standard,completed,79,84,91,254,84.67,84.67,B
Student-909,female,group C,bachelor's degree,free/reduced,none,67,75,72,214,71.33,71.33,C
Student-910,male,group E,bachelor's degree,standard,completed,70,64,70,204,68.00,68.00,D
Student-911,male,group D,bachelor's degree,free/reduced,none,50,42,48,140,46.67,46.67,F
Student-912,female,group A,some college,standard,none,69,84,82,235,78.33,78.33,C
Student-913,female,group C,bachelor's degree,standard,completed,52,61,66,179,59.67,59.67,E
Student-914,female,group C,bachelor's degree,free/reduced,completed,47,62,66,175,58.33,58.33,E
Student-915,female,group B,associate's degree,free/reduced,none,46,61,55,162,54.00,54.00,E
Student-916,female,group E,some college,standard,none,68,70,66,204,68.00,68.00,D
Student-917,male,group E,bachelor's degree,standard,completed,100,100,100,300,100.00,100.00,A
Student-918,female,group C,high school,standard,none,44,61,52,157,52.33,52.33,E
Student-919,female,group C,associate's degree,standard,completed,57,77,80,214,71.33,71.33,C
Student-920,male,group B,some college,standard,completed,91,96,91,278,92.67,92.67,A
Student-921,male,group D,high school,free/reduced,none,69,70,67,206,68.67,68.67,D
Student-922,female,group C,high school,free/reduced,none,35,53,46,134,44.67,44.67,F
Student-923,male,group D,high school,standard,none,72,66,66,204,68.00,68.00,D
Student-924,female,group B,associate's degree,free/reduced,none,54,65,65,184,61.33,61.33,D
Student-925,male,group D,high school,free/reduced,none,74,70,69,213,71.00,71.00,C
Student-926,male,group E,some high school,standard,completed,74,64,60,198,66.00,66.00,D
Student-927,male,group E,associate's degree,free/reduced,none,64,56,52,172,57.33,57.33,E
Student-928,female,group D,high school,free/reduced,completed,65,61,71,197,65.67,65.67,D
Student-929,male,group E,associate's degree,free/reduced,completed,46,43,44,133,44.33,44.33,F
Student-930,female,group C,some high school,free/reduced,none,48,56,51,155,51.67,51.67,E
Student-931,male,group C,some college,free/reduced,completed,67,74,70,211,70.33,70.33,C
Student-932,male,group D,some college,free/reduced,none,62,57,62,181,60.33,60.33,D
Student-933,male,group D,associate's degree,free/reduced,completed,61,71,73,205,68.33,68.33,D
Student-934,male,group C,bachelor's degree,free/reduced,completed,70,75,74,219,73.00,73.00,C
Student-935,male,group C,associate's degree,standard,completed,98,87,90,275,91.67,91.67,A
Student-936,male,group D,some college,free/reduced,none,70,63,58,191,63.67,63.67,D
Student-937,male,group A,associate's degree,standard,none,67,57,53,177,59.00,59.00,E
Student-938,female,group E,high school,free/reduced,none,57,58,57,172,57.33,57.33,E
Student-939,male,group D,some college,standard,completed,85,81,85,251,83.67,83.67,B
Student-940,male,group D,some high school,standard,completed,77,68,69,214,71.33,71.33,C
Student-941,male,group C,master's degree,free/reduced,completed,72,66,72,210,70.00,70.00,C
Student-942,female,group D,master's degree,standard,none,78,91,96,265,88.33,88.33,B
Student-943,male,group C,high school,standard,none,81,66,64,211,70.33,70.33,C
Student-944,male,group A,some high school,free/reduced,completed,61,62,61,184,61.33,61.33,D
Student-945,female,group B,high school,standard,none,58,68,61,187,62.33,62.33,D
Student-946,female,group C,associate's degree,standard,none,54,61,58,173,57.67,57.67,E
Student-947,male,group B,high school,standard,none,82,82,80,244,81.33,81.33,B
Student-948,female,group D,some college,free/reduced,none,49,58,60,167,55.67,55.67,E
Student-949,male,group B,some high school,free/reduced,completed,49,50,52,151,50.33,50.33,E
Student-950,female,group E,high school,free/reduced,completed,57,75,73,205,68.33,68.33,D
Student-951,male,group E,high school,standard,none,94,73,71,238,79.33,79.33,C
Student-952,female,group D,some college,standard,completed,75,77,83,235,78.33,78.33,C
Student-953,female,group E,some high school,free/reduced,none,74,74,72,220,73.33,73.33,C
Student-954,male,group C,high school,standard,completed,58,52,54,164,54.67,54.67,E
Student-955,female,group C,some college,standard,none,62,69,69,200,66.67,66.67,D
Student-956,male,group E,associate's degree,standard,none,72,57,62,191,63.67,63.67,D
Student-957,male,group C,some college,standard,none,84,87,81,252,84.00,84.00,B
Student-958,female,group D,master's degree,standard,none,92,100,100,292,97.33,97.33,A
Student-959,female,group D,high school,standard,none,45,63,59,167,55.67,55.67,E
Student-960,male,group C,high school,standard,none,75,81,71,227,75.67,75.67,C
Student-961,female,group A,some college,standard,none,56,58,64,178,59.33,59.33,E
Student-962,female,group D,some high school,free/reduced,none,48,54,53,155,51.67,51.67,E
Student-963,female,group E,associate's degree,standard,none,100,100,100,300,100.00,100.00,A
Student-964,female,group C,some high school,free/reduced,completed,65,76,75,216,72.00,72.00,C
Student-965,male,group D,some college,standard,none,72,57,58,187,62.33,62.33,D
Student-966,female,group D,some college,standard,none,62,70,72,204,68.00,68.00,D
Student-967,male,group A,some high school,standard,completed,66,68,64,198,66.00,66.00,D
Student-968,male,group C,some college,standard,none,63,63,60,186,62.00,62.00,D
Student-969,female,group E,associate's degree,standard,none,68,76,67,211,70.33,70.33,C
Student-970,female,group B,bachelor's degree,standard,none,75,84,80,239,79.67,79.67,C
Student-971,female,group D,bachelor's degree,standard,none,89,100,100,289,96.33,96.33,A
Student-972,male,group C,some high school,standard,completed,78,72,69,219,73.00,73.00,C
Student-973,female,group A,high school,free/reduced,completed,53,50,60,163,54.33,54.33,E
Student-974,female,group D,some college,free/reduced,none,49,65,61,175,58.33,58.33,E
Student-975,female,group A,some college,standard,none,54,63,67,184,61.33,61.33,D
Student-976,female,group C,some college,standard,completed,64,82,77,223,74.33,74.33,C
Student-977,male,group B,some college,free/reduced,completed,60,62,60,182,60.67,60.67,D
Student-978,male,group C,associate's degree,standard,none,62,65,58,185,61.67,61.67,D
Student-979,male,group D,high school,standard,completed,55,41,48,144,48.00,48.00,F
Student-980,female,group C,associate's degree,standard,none,91,95,94,280,93.33,93.33,A
Student-981,female,group B,high school,free/reduced,none,8,24,23,55,18.33,18.33,F
Student-982,male,group D,some high school,standard,none,81,78,78,237,79.00,79.00,C
Student-983,male,group B,some high school,standard,completed,79,85,86,250,83.33,83.33,B
Student-984,female,group A,some college,standard,completed,78,87,91,256,85.33,85.33,B
Student-985,female,group C,some high school,standard,none,74,75,82,231,77.00,77.00,C
Student-986,male,group A,high school,standard,none,57,51,54,162,54.00,54.00,E
Student-987,female,group C,associate's degree,standard,none,40,59,51,150,50.00,50.00,E
Student-988,male,group E,some high school,standard,completed,81,75,76,232,77.33,77.33,C
Student-989,female,group A,some high school,free/reduced,none,44,45,45,134,44.67,44.67,F
Student-990,female,group D,some college,free/reduced,completed,67,86,83,236,78.67,78.67,C
Student-991,male,group E,high school,free/reduced,completed,86,81,75,242,80.67,80.67,B
Student-992,female,group B,some high school,standard,completed,65,82,78,225,75.00,75.00,C
Student-993,female,group D,associate's degree,free/reduced,none,55,76,76,207,69.00,69.00,D
Student-994,female,group D,bachelor's degree,free/reduced,none,62,72,74,208,69.33,69.33,D
Student-995,male,group A,high school,standard,none,63,63,62,188,62.67,62.67,D
Student-996,female,group E,master's degree,standard,completed,88,99,95,282,94.00,94.00,A
Student-997,male,group C,high school,free/reduced,none,62,55,55,172,57.33,57.33,E
Student-998,female,group C,high school,free/reduced,completed,59,71,65,195,65.00,65.00,D
Student-999,female,group D,some college,standard,completed,68,78,77,223,74.33,74.33,C
Student-1000,female,group D,some college,free/reduced,none,77,86,86,249,83.00,83.00,B
